File,Model,Orig Theorem Name,Mut Theorem Name,Orig Statement,Mut Statement,Original Compiles,Original Failed,Mutated Compiles,Mutated Failed
AltAuto_orig.v,phi4,re_opt_e_match,UkVnviW,"Lemma re_opt_e_match : forall T (re: reg_exp T) s, s =~ re -> s =~ re_opt_e re.","Lemma UkVnviW : forall T (re: reg_exp T) s, s =~ re -> s =~ dE'HryMiwDpJhTk re.",False,False,False,False
AltAuto_orig.v,phi4,silly1,NQTEXsY5ORzv,"Theorem silly1 : forall n, 1 + n = S n.","Theorem NQTEXsY5ORzv : forall n, 1 + n = S n.",False,False,False,False
AltAuto_orig.v,phi4,silly2,UcLKCBVEmlAhFsFw,"Theorem silly2 : forall (P : Prop), P -> P.","Theorem UcLKCBVEmlAhFsFw : forall (P : Prop), P -> P.",True,False,True,False
AltAuto_orig.v,phi4,simple_semi,N9cGl9ZG9fY0kZj9,"Lemma simple_semi : forall n, (n + 1 =? 0) = false.","Lemma N9cGl9ZG9fY0kZj9 : forall n, (n + 1 =? 0) = false.",False,False,False,False
AltAuto_orig.v,phi4,simple_semi',RHE0hpa,"Lemma simple_semi' : forall n, (n + 1 =? 0) = false.","Lemma RHE0hpa : forall n, (n + 1 =? 0) = false.",True,False,True,False
AltAuto_orig.v,phi4,simple_semi'',YgCax89Pqn8Q1,"Lemma simple_semi'' : forall n, (n + 1 =? 0) = false.","Lemma YgCax89Pqn8Q1 : forall n, (n + 1 =? 0) = false.",True,False,True,False
AltAuto_orig.v,phi4,andb_eq_orb,byX5BJ3jyYZqFUWO3,"Theorem andb_eq_orb : forall (b c : bool), (andb b c = orb b c) -> b = c.","Theorem byX5BJ3jyYZqFUWO3 : forall (b c : bool), (andb b c = orb b c) -> b = c.",False,False,False,False
AltAuto_orig.v,phi4,add_assoc,C0jYZokPfc6B,"Theorem add_assoc : forall n m p : nat, n + (m + p) = (n + m) + p.","Theorem C0jYZokPfc6B : forall n m p : nat, n + (m + p) = (n + m) + p.",False,False,False,False
AltAuto_orig.v,phi4,nonzeros_app,EzGZ7K'WmlK2E2,"Lemma nonzeros_app : forall lst1 lst2 : list nat, nonzeros (lst1 ++ lst2) = (nonzeros lst1) ++ (nonzeros lst2).","Lemma EzGZ7K'WmlK2E2 : forall lst1 lst2 : list nat, dF70_a1OdWu (lst1 ++ lst2) = (dF70_a1OdWu lst1) ++ (dF70_a1OdWu lst2).",True,False,False,False
AltAuto_orig.v,phi4,re_opt_e_match',NDinouuVw3bKwscWv,"Lemma re_opt_e_match' : forall T (re: reg_exp T) s, s =~ re -> s =~ re_opt_e re.","Lemma NDinouuVw3bKwscWv : forall T (re: reg_exp T) s, s =~ re -> s =~ dE'HryMiwDpJhTk re.",False,False,False,False
AltAuto_orig.v,phi4,app_length,njrr1dH_c,"Theorem app_length : forall (X : Type) (lst1 lst2 : list X), length (lst1 ++ lst2) = (length lst1) + (length lst2).","Theorem njrr1dH_c : forall (X : Type) (lst1 lst2 : list X), length (lst1 ++ lst2) = (length lst1) + (length lst2).",True,False,True,False
AltAuto_orig.v,phi4,app_length',CHPS8kjLdkN8IN,"Theorem app_length' : forall (X : Type) (lst1 lst2 : list X), length (lst1 ++ lst2) = (length lst1) + (length lst2).","Theorem CHPS8kjLdkN8IN : forall (X : Type) (lst1 lst2 : list X), length (lst1 ++ lst2) = (length lst1) + (length lst2).",True,False,True,False
AltAuto_orig.v,phi4,add_assoc',at0NL9hhf,"Theorem add_assoc' : forall n m p : nat, n + (m + p) = (n + m) + p.","Theorem at0NL9hhf : forall n m p : nat, n + (m + p) = (n + m) + p.",False,False,True,False
AltAuto_orig.v,phi4,re_opt_e_match'',B2wUdy5GpbitDdBs,"Lemma re_opt_e_match'' : forall T (re: reg_exp T) s, s =~ re -> s =~ re_opt_e re.","Lemma B2wUdy5GpbitDdBs : forall T (re: reg_exp T) s, s =~ re -> s =~ dE'HryMiwDpJhTk re.",False,False,False,False
AltAuto_orig.v,phi4,In10,JOsbVzzL3fpEa,Theorem In10 : In 10 [1;2;3;4;5;6;7;8;9;10].,Theorem JOsbVzzL3fpEa : In 10 [1;2;3;4;5;6;7;8;9;10].,False,False,False,False
AltAuto_orig.v,phi4,In10',gL2DFSdsfrg,Theorem In10' : In 10 [1;2;3;4;5;6;7;8;9;10].,Theorem gL2DFSdsfrg : In 10 [1;2;3;4;5;6;7;8;9;10].,False,False,False,False
AltAuto_orig.v,phi4,ev100,J20RWdg23k3wT,Theorem ev100: ev 100.,Theorem J20RWdg23k3wT: ev 100.,False,False,False,False
AltAuto_orig.v,phi4,re_opt_match,O8evOSJYF1qY4R,"Lemma re_opt_match : forall T (re: reg_exp T) s, s =~ re -> s =~ re_opt re.","Lemma O8evOSJYF1qY4R : forall T (re: reg_exp T) s, s =~ re -> s =~ ZHGfaYCETr re.",False,False,False,False
AltAuto_orig.v,phi4,re_opt_match',e4LOHxlBu,"Lemma re_opt_match' : forall T (re: reg_exp T) s, s =~ re -> s =~ re_opt re.","Lemma e4LOHxlBu : forall T (re: reg_exp T) s, s =~ re -> s =~ ZHGfaYCETr re.",False,False,False,False
AltAuto_orig.v,phi4,hyp_name,Rua1eMiFl,"Theorem hyp_name : forall (P : Prop), P -> P.","Theorem Rua1eMiFl : forall (P : Prop), P -> P.",True,False,True,False
AltAuto_orig.v,phi4,no_hyp_name,XuybJ4lLFdXx5,"Theorem no_hyp_name : forall (P : Prop), P -> P.","Theorem XuybJ4lLFdXx5 : forall (P : Prop), P -> P.",True,False,True,False
AltAuto_orig.v,phi4,false_assumed,Qbx1vkm0wq,Theorem false_assumed : False -> 0 = 1.,Theorem Qbx1vkm0wq : False -> 0 = 1.,False,True,True,False
AltAuto_orig.v,phi4,false_assumed',Xqvo7nbc,Theorem false_assumed' : False -> 0 = 1.,Theorem Xqvo7nbc : False -> 0 = 1.,True,False,True,False
AltAuto_orig.v,phi4,contras,oiQwVBP9upY,"Theorem contras : forall (P : Prop), P -> ~P -> 0 = 1.","Theorem oiQwVBP9upY : forall (P : Prop), P -> ~P -> 0 = 1.",True,False,False,False
AltAuto_orig.v,phi4,contras',DvREymqJLa6c,"Theorem contras' : forall (P : Prop), P -> ~P -> 0 = 1.","Theorem DvREymqJLa6c : forall (P : Prop), P -> ~P -> 0 = 1.",True,False,True,False
AltAuto_orig.v,phi4,many_eq,GtkWlmufFLL,"Theorem many_eq : forall (n m o p : nat), n = m -> o = p -> [n; o] = [m; p].","Theorem GtkWlmufFLL : forall (n m o p : nat), n = m -> o = p -> [n; o] = [m; p].",False,False,False,False
AltAuto_orig.v,phi4,many_eq',AizdMtmBiNZu,"Theorem many_eq' : forall (n m o p : nat), n = m -> o = p -> [n; o] = [m; p].","Theorem AizdMtmBiNZu : forall (n m o p : nat), n = m -> o = p -> [n; o] = [m; p].",True,False,True,False
AltAuto_orig.v,phi4,lia_succeed1,DhTKVtavsR42pw,"Theorem lia_succeed1 : forall (n : nat), n > 0 -> n * 2 > n.","Theorem DhTKVtavsR42pw : forall (n : nat), n > 0 -> n * 2 > n.",True,False,False,False
AltAuto_orig.v,phi4,lia_succeed2,c50MyBXe,"Theorem lia_succeed2 : forall (n m : nat), n * m = m * n.","Theorem c50MyBXe : forall (n m : nat), n * m = m * n.",False,False,False,False
AltAuto_orig.v,phi4,lia_fail1,mYUb3o8lJm,Theorem lia_fail1 : 0 = 1.,Theorem mYUb3o8lJm : 0 = 1.,False,False,False,False
AltAuto_orig.v,phi4,lia_fail2,QRO87QcypnGCA65nK,"Theorem lia_fail2 : forall (n : nat), n >= 1 -> 2 ^ n = 2 * 2 ^ (n - 1).","Theorem QRO87QcypnGCA65nK : forall (n : nat), n >= 1 -> 2 ^ n = 2 * 2 ^ (n - 1).",False,False,False,False
AltAuto_orig.v,phi4,mult_comm,fXlmJV0Nt'S1bhNi,"Theorem mult_comm : forall (n m : nat), n * m = m * n.","Theorem fXlmJV0Nt'S1bhNi : forall (n m : nat), n * m = m * n.",False,False,False,False
AltAuto_orig.v,phi4,eq_example1,beQPPS3z7Nzm,"Theorem eq_example1 : forall (A B C : Type) (f : A -> B) (g : B -> C) (x : A) (y : B), y = f x -> g y = g (f x).","Theorem beQPPS3z7Nzm : forall (A B C : Type) (f : A -> B) (g : B -> C) (x : A) (y : B), y = f x -> g y = g (f x).",True,False,False,False
AltAuto_orig.v,phi4,eq_example1',E9ZgAETkf_,"Theorem eq_example1' : forall (A B C : Type) (f : A -> B) (g : B -> C) (x : A) (y : B), y = f x -> g y = g (f x).","Theorem E9ZgAETkf_ : forall (A B C : Type) (f : A -> B) (g : B -> C) (x : A) (y : B), y = f x -> g y = g (f x).",True,False,True,False
AltAuto_orig.v,phi4,eq_example2,aUr5zIan4x,"Theorem eq_example2 : forall (n m o p : nat), n = m -> o = p -> (n, o) = (m, p).","Theorem aUr5zIan4x : forall (n m o p : nat), n = m -> o = p -> (n, o) = (m, p).",True,False,True,False
AltAuto_orig.v,phi4,eq_example3,csaMoYyV',"Theorem eq_example3 : forall (X : Type) (h : X) (t : list X), [] <> h :: t.","Theorem csaMoYyV' : forall (X : Type) (h : X) (t : list X), [] <> h :: t.",True,False,False,False
AltAuto_orig.v,phi4,intuition_succeed1,GeV37gutV3,"Theorem intuition_succeed1 : forall (P : Prop), P -> P.","Theorem GeV37gutV3 : forall (P : Prop), P -> P.",True,False,True,False
AltAuto_orig.v,phi4,intuition_succeed2,kKfbgTrOgVnyTk,"Theorem intuition_succeed2 : forall (P Q : Prop), ~ (P \/ Q) -> ~P /\ ~Q.","Theorem kKfbgTrOgVnyTk : forall (P Q : Prop), ~ (P \/ Q) -> ~P /\ ~Q.",True,False,True,False
AltAuto_orig.v,phi4,intuition_simplify1,Nwu70ym01,"Theorem intuition_simplify1 : forall (P : Prop), ~~P -> P.","Theorem Nwu70ym01 : forall (P : Prop), ~~P -> P.",False,False,False,False
AltAuto_orig.v,phi4,intuition_simplify2,mXAFrqXYyb,"Theorem intuition_simplify2 : forall (x y : nat) (P Q : nat -> Prop), x = y /\ (P x -> Q x) /\ P x -> Q y.","Theorem mXAFrqXYyb : forall (x y : nat) (P Q : nat -> Prop), x = y /\ (P x -> Q x) /\ P x -> Q y.",False,False,False,False
AltAuto_orig.v,phi4,intuition_simplify2',KlqriBBT,"Theorem intuition_simplify2' : forall (x y : nat) (P Q : nat -> Prop), x = y /\ (P x -> Q x) /\ P x -> Q y.","Theorem KlqriBBT : forall (x y : nat) (P Q : nat -> Prop), x = y /\ (P x -> Q x) /\ P x -> Q y.",False,False,False,False
AltAuto_orig.v,phi4,plus_id_exercise_from_basics,iv9TxF2k7aMogxVB,"Theorem plus_id_exercise_from_basics : forall n m o : nat, n = m -> m = o -> n + m = m + o.","Theorem iv9TxF2k7aMogxVB : forall n m o : nat, n = m -> m = o -> n + m = m + o.",False,False,False,False
AltAuto_orig.v,phi4,add_assoc_from_induction,pvKTTsgirh0YcZ,"Theorem add_assoc_from_induction : forall n m p : nat, n + (m + p) = (n + m) + p.","Theorem pvKTTsgirh0YcZ : forall n m p : nat, n + (m + p) = (n + m) + p.",False,False,False,False
AltAuto_orig.v,phi4,S_injective_from_tactics,Th7FOLyOg1qWizn1,"Theorem S_injective_from_tactics : forall (n m : nat), S n = S m -> n = m.","Theorem Th7FOLyOg1qWizn1 : forall (n m : nat), S n = S m -> n = m.",True,False,False,False
AltAuto_orig.v,phi4,or_distributes_over_and_from_logic,lLDAJo1aPNbB,"Theorem or_distributes_over_and_from_logic : forall P Q R : Prop, P \/ (Q /\ R) <-> (P \/ Q) /\ (P \/ R).","Theorem lLDAJo1aPNbB : forall P Q R : Prop, P \/ (Q /\ R) <-> (P \/ Q) /\ (P \/ R).",False,False,False,False
AltAuto_orig.v,phi4,le_antisym,OrGFTk7GKpbh,"Lemma le_antisym : forall n m: nat, (n <= m /\ m <= n) -> n = m.","Lemma OrGFTk7GKpbh : forall n m: nat, (n <= m /\ m <= n) -> n = m.",False,False,False,False
AltAuto_orig.v,phi4,re_opt_match'',anG'lekjVksH,"Lemma re_opt_match'' : forall T (re: reg_exp T) s, s =~ re -> s =~ re_opt re.","Lemma anG'lekjVksH : forall T (re: reg_exp T) s, s =~ re -> s =~ ZHGfaYCETr re.",False,False,False,False
AltAuto_orig.v,phi4,weak_pumping,y_6CglJGA9Jzt,"Lemma weak_pumping : forall T (re : reg_exp T) s, s =~ re -> pumping_constant re <= length s -> exists s1 s2 s3, s = s1 ++ s2 ++ s3 /\ s2 <> [] /\ forall m, s1 ++ napp m s2 ++ s3 =~ re.","Lemma y_6CglJGA9Jzt : forall T (re : reg_exp T) s, s =~ re -> pumping_constant re <= length s -> exists s1 s2 s3, s = s1 ++ s2 ++ s3 /\ s2 <> [] /\ forall m, s1 ++ napp m s2 ++ s3 =~ re.",False,False,False,False
AltAuto_orig.v,phi4,pumping,C1IxxRbo9Oei2bX,"Lemma pumping : forall T (re : reg_exp T) s, s =~ re -> pumping_constant re <= length s -> exists s1 s2 s3, s = s1 ++ s2 ++ s3 /\ s2 <> [] /\ length s1 + length s2 <= pumping_constant re /\ forall m, s1 ++ napp m s2 ++ s3 =~ re.","Lemma C1IxxRbo9Oei2bX : forall T (re : reg_exp T) s, s =~ re -> pumping_constant re <= length s -> exists s1 s2 s3, s = s1 ++ s2 ++ s3 /\ s2 <> [] /\ length s1 + length s2 <= pumping_constant re /\ forall m, s1 ++ napp m s2 ++ s3 =~ re.",False,False,False,False
AltAuto_orig.v,phi4,plus_1_neq_0,zdravwUdFkcSYyPUL,"Theorem plus_1_neq_0 : forall n : nat, (n + 1) =? 0 = false.","Theorem zdravwUdFkcSYyPUL : forall n : nat, (n + 1) =? 0 = false.",True,False,True,False
AltAuto_orig.v,phi4,negb_involutive,t2FHvyaq1Xu2Ijmv,"Theorem negb_involutive : forall b : bool, negb (negb b) = b.","Theorem t2FHvyaq1Xu2Ijmv : forall b : bool, negb (negb b) = b.",True,False,True,False
AltAuto_orig.v,phi4,andb_commutative,n6kEnX4QSZ1nF,"Theorem andb_commutative : forall b c, andb b c = andb c b.","Theorem n6kEnX4QSZ1nF : forall b c, andb b c = andb c b.",True,False,True,False
AltAuto_orig.v,phi4,plus_1_neq_0',EqUNeGBT5op,"Theorem plus_1_neq_0' : forall n : nat, (n + 1) =? 0 = false.","Theorem EqUNeGBT5op : forall n : nat, (n + 1) =? 0 = false.",True,False,True,False
AltAuto_orig.v,phi4,negb_involutive',axWQNVMKBzAv,"Theorem negb_involutive' : forall b : bool, negb (negb b) = b.","Theorem axWQNVMKBzAv : forall b : bool, negb (negb b) = b.",True,False,True,False
AltAuto_orig.v,phi4,andb_commutative',xQz5WRknqxj,"Theorem andb_commutative' : forall b c, andb b c = andb c b.","Theorem xQz5WRknqxj : forall b c, andb b c = andb c b.",True,False,True,False
AltAuto_orig.v,phi4,andb3_exchange,S9VnQcqArGH,"Theorem andb3_exchange : forall b c d, andb (andb b c) d = andb (andb b d) c.","Theorem S9VnQcqArGH : forall b c d, andb (andb b c) d = andb (andb b d) c.",False,False,False,False
AltAuto_orig.v,phi4,andb_true_elim2,C_ptRAvLk1pg,"Theorem andb_true_elim2 : forall b c : bool, andb b c = true -> c = true.","Theorem C_ptRAvLk1pg : forall b c : bool, andb b c = true -> c = true.",False,False,False,False
AltAuto_orig.v,phi4,andb_true_elim2',jm6KPDUq07Lrjq,"Theorem andb_true_elim2' : forall b c : bool, andb b c = true -> c = true.","Theorem jm6KPDUq07Lrjq : forall b c : bool, andb b c = true -> c = true.",True,False,False,False
AltAuto_orig.v,phi4,andb3_exchange',NK02tQO,"Theorem andb3_exchange' : forall b c d, andb (andb b c) d = andb (andb b d) c.","Theorem NK02tQO : forall b c d, andb (andb b c) d = andb (andb b d) c.",True,False,False,False
AltAuto_orig.v,phi4,app_nil_r,app_nil_r,"Theorem app_nil_r : forall (X : Type) (lst : list X), lst ++ [] = lst.","Theorem app_nil_r : forall (X : Type) (lst : list X), lst ++ [] = lst.",True,False,True,False
AltAuto_orig.v,phi4,match_ex1,Eu6GoaEGuHm,Theorem match_ex1 : True.,Theorem Eu6GoaEGuHm : True.,True,False,True,False
AltAuto_orig.v,phi4,match_ex2,GAr'WQF1KgNu'qWe,Theorem match_ex2 : True /\ True.,Theorem GAr'WQF1KgNu'qWe : True /\ True.,True,False,True,False
AltAuto_orig.v,phi4,match_ex2',oLK0ARBwZs8Q1qkM7,Theorem match_ex2' : True /\ True.,Theorem oLK0ARBwZs8Q1qkM7 : True /\ True.,True,False,True,False
AltAuto_orig.v,phi4,match_ex2'',LRl_zOmC2gwCHBx,Theorem match_ex2'' : True /\ True.,Theorem LRl_zOmC2gwCHBx : True /\ True.,True,False,True,False
AltAuto_orig.v,phi4,match_ex2''',ArtAKQ2TF'SA0,Theorem match_ex2''' : True /\ True.,Theorem ArtAKQ2TF'SA0 : True /\ True.,True,False,True,False
AltAuto_orig.v,phi4,match_ex3,X5utP8r4PdKTg,"Theorem match_ex3 : forall (P : Prop), P -> P.","Theorem X5utP8r4PdKTg : forall (P : Prop), P -> P.",True,False,True,False
AltAuto_orig.v,phi4,match_ex3',I3Cz'Uknq4g0JXUB,"Theorem match_ex3' : forall (P : Prop), P -> P.","Theorem I3Cz'Uknq4g0JXUB : forall (P : Prop), P -> P.",True,False,True,False
AltAuto_orig.v,phi4,match_ex4,bWegmgaB'TLur,"Theorem match_ex4 : forall (P Q : Prop), P -> Q -> P.","Theorem bWegmgaB'TLur : forall (P Q : Prop), P -> Q -> P.",True,False,True,False
AltAuto_orig.v,phi4,match_ex5,XHcmWOoeW,"Theorem match_ex5 : forall (P Q R : Prop), P -> Q -> R.","Theorem XHcmWOoeW : forall (P Q R : Prop), P -> Q -> R.",False,False,False,False
AltAuto_orig.v,phi4,match_ex5,XHcmWOoeW,"Theorem match_ex5 : forall (P Q : Prop), P -> Q -> P.","Theorem XHcmWOoeW : forall (P Q : Prop), P -> Q -> P.",True,False,True,False
AltAuto_orig.v,phi4,app_nil_r',fTU3SubKb1ykg,"Theorem app_nil_r' : forall (X : Type) (lst : list X), lst ++ [] = lst.","Theorem fTU3SubKb1ykg : forall (X : Type) (lst : list X), lst ++ [] = lst.",False,False,True,False
AltAuto_orig.v,phi4,app_nil_r'',r6Zx'OK9dKyS'ge'j,"Theorem app_nil_r'' : forall (X : Type) (lst : list X), lst ++ [] = lst.","Theorem r6Zx'OK9dKyS'ge'j : forall (X : Type) (lst : list X), lst ++ [] = lst.",True,False,True,False
AltAuto_orig.v,phi4,add_assoc'',bqhR4aCC,"Theorem add_assoc'' : forall n m p : nat, n + (m + p) = (n + m) + p.","Theorem bqhR4aCC : forall n m p : nat, n + (m + p) = (n + m) + p.",False,False,False,False
AltAuto_orig.v,phi4,add_assoc''',OrmIrB1tRwAIC6Z,"Theorem add_assoc''' : forall n m p : nat, n + (m + p) = (n + m) + p.","Theorem OrmIrB1tRwAIC6Z : forall n m p : nat, n + (m + p) = (n + m) + p.",False,False,False,False
AltAuto_orig.v,phi4,plus_n_Sm,USTEw3m3xiPkdllzQ,"Theorem plus_n_Sm : forall n m : nat, S (n + m) = n + (S m).","Theorem USTEw3m3xiPkdllzQ : forall n m : nat, S (n + m) = n + (S m).",True,False,True,False
AltAuto_orig.v,phi4,plus_n_Sm',g2KJ7VtH,"Theorem plus_n_Sm' : forall n m : nat, S (n + m) = n + (S m).","Theorem g2KJ7VtH : forall n m : nat, S (n + m) = n + (S m).",True,False,True,False
AltAuto_orig.v,phi4,nor_not_or,x21Q4et7BLWkX,"Theorem nor_not_or : forall (P Q : Prop), nor P Q -> ~ (P \/ Q).","Theorem x21Q4et7BLWkX : forall (P Q : Prop), krCocJuG8gq03CF P Q -> ~ (P \/ Q).",True,False,False,False
AltAuto_orig.v,phi4,nor_comm,pKYY_GjStyyo,"Theorem nor_comm : forall (P Q : Prop), nor P Q <-> nor Q P.","Theorem pKYY_GjStyyo : forall (P Q : Prop), krCocJuG8gq03CF P Q <-> krCocJuG8gq03CF Q P.",False,False,True,False
AltAuto_orig.v,phi4,nor_not,UkBtJ81u9n,"Theorem nor_not : forall (P : Prop), nor P P <-> ~P.","Theorem UkBtJ81u9n : forall (P : Prop), krCocJuG8gq03CF P P <-> ~P.",False,False,False,False
AltAuto_orig.v,phi4,nor_comm',ZHI21BRJ,"Theorem nor_comm' : forall (P Q : Prop), nor P Q <-> nor Q P.","Theorem ZHI21BRJ : forall (P Q : Prop), krCocJuG8gq03CF P Q <-> krCocJuG8gq03CF Q P.",True,False,True,False
AltAuto_orig.v,phi4,nor_not',x_mj7iH'rvlQAn0VI,"Theorem nor_not' : forall (P : Prop), nor P P <-> ~P.","Theorem x_mj7iH'rvlQAn0VI : forall (P : Prop), krCocJuG8gq03CF P P <-> ~P.",False,False,False,False
AltAuto_orig.v,phi4,nor_not_and',lrAVkE_gaww,"Theorem nor_not_and' : forall (P Q : Prop), nor P Q -> ~ (P /\ Q).","Theorem lrAVkE_gaww : forall (P Q : Prop), krCocJuG8gq03CF P Q -> ~ (P /\ Q).",False,False,True,False
Auto_orig.v,phi4,ceval_deterministic,kVW0vduQ68gN4p,"Theorem ceval_deterministic: forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2.","Theorem kVW0vduQ68gN4p: forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2.",False,False,False,False
Auto_orig.v,phi4,le_antisym,YjV2IPsF,"Lemma le_antisym : forall n m: nat, (n <= m /\ m <= n) -> n = m.","Lemma YjV2IPsF : forall n m: nat, (n <= m /\ m <= n) -> n = m.",False,False,False,False
Auto_orig.v,phi4,ceval_deterministic',TWiXJEecpACH'Y,"Theorem ceval_deterministic': forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2.","Theorem TWiXJEecpACH'Y: forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2.",True,False,False,False
Auto_orig.v,phi4,ceval_deterministic'_alt,L1VkQ1hJCG6,"Theorem ceval_deterministic'_alt: forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2. Proof with auto. intros c st st1 st2 E1 E2; generalize dependent st2; induction E1; intros st2 E2; inversion E2; subst... - rewrite (IHE1_1 st'0 H1) in *... - rewrite H in H5. discriminate. - rewrite H in H5. discriminate. - rewrite H in H2. discriminate. - rewrite H in H4. discriminate. - rewrite (IHE1_1 st'0 H3) in *... Qed. Ltac rwd H1 H2 := rewrite H1 in H2; discriminate. Theorem ceval_deterministic'': forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2.","Theorem L1VkQ1hJCG6: forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2. Proof with auto. intros c st st1 st2 E1 E2; generalize dependent st2; induction E1; intros st2 E2; inversion E2; subst... - rewrite (IHE1_1 st'0 H1) in *... - rewrite H in H5. discriminate. - rewrite H in H5. discriminate. - rewrite H in H2. discriminate. - rewrite H in H4. discriminate. - rewrite (IHE1_1 st'0 H3) in *... Qed. Ltac rwd H1 H2 := rewrite H1 in H2; discriminate. Theorem nFGAMbPuyZ: forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2.",False,False,False,False
Auto_orig.v,phi4,ceval_deterministic''',Hdfz_T7,"Theorem ceval_deterministic''': forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2.","Theorem Hdfz_T7: forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2.",False,False,False,False
Auto_orig.v,phi4,ceval_deterministic'''',dfM6HiOsQiuY80,"Theorem ceval_deterministic'''': forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2.","Theorem dfM6HiOsQiuY80: forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2.",False,False,True,False
Auto_orig.v,phi4,silly1,LXKEPX9Iq,"Lemma silly1 : forall (P : nat -> nat -> Prop) (Q : nat -> Prop), (forall x y : nat, P x y) -> (forall x y : nat, P x y -> Q x) -> Q 42.","Lemma LXKEPX9Iq : forall (P : nat -> nat -> Prop) (Q : nat -> Prop), (forall x y : nat, P x y) -> (forall x y : nat, P x y -> Q x) -> Q 42.",False,False,True,False
Auto_orig.v,phi4,silly2,tlYmrs7TpPJ9,"Lemma silly2 : forall (P : nat -> nat -> Prop) (Q : nat -> Prop), (exists y, P 42 y) -> (forall x y : nat, P x y -> Q x) -> Q 42.","Lemma tlYmrs7TpPJ9 : forall (P : nat -> nat -> Prop) (Q : nat -> Prop), (exists y, P 42 y) -> (forall x y : nat, P x y -> Q x) -> Q 42.",True,False,True,False
Auto_orig.v,phi4,silly2_fixed,OlhpXjqYkZjIU5,"Lemma silly2_fixed : forall (P : nat -> nat -> Prop) (Q : nat -> Prop), (exists y, P 42 y) -> (forall x y : nat, P x y -> Q x) -> Q 42.","Lemma OlhpXjqYkZjIU5 : forall (P : nat -> nat -> Prop) (Q : nat -> Prop), (exists y, P 42 y) -> (forall x y : nat, P x y -> Q x) -> Q 42.",True,False,True,False
Auto_orig.v,phi4,silly2_eassumption,TIbJwDfS3N,"Lemma silly2_eassumption : forall (P : nat -> nat -> Prop) (Q : nat -> Prop), (exists y, P 42 y) -> (forall x y : nat, P x y -> Q x) -> Q 42.","Lemma TIbJwDfS3N : forall (P : nat -> nat -> Prop) (Q : nat -> Prop), (exists y, P 42 y) -> (forall x y : nat, P x y -> Q x) -> Q 42.",False,False,True,False
Auto_orig.v,phi4,silly2_eauto,P2GwYf9nXQ7Hm074Z,"Lemma silly2_eauto : forall (P : nat -> nat -> Prop) (Q : nat -> Prop), (exists y, P 42 y) -> (forall x y : nat, P x y -> Q x) -> Q 42.","Lemma P2GwYf9nXQ7Hm074Z : forall (P : nat -> nat -> Prop) (Q : nat -> Prop), (exists y, P 42 y) -> (forall x y : nat, P x y -> Q x) -> Q 42.",False,False,True,False
Imp_orig.v,phi4,pup_to_2_ceval,y5MfUebfIU7U,Theorem pup_to_2_ceval : (X !-> 2) =[ pup_to_n ]=> (X !-> 0 ; Y !-> 3 ; X !-> 1 ; Y !-> 2 ; Y !-> 0 ; X !-> 2).,Theorem y5MfUebfIU7U : (rFeIsK_2pz !-> 2) =[ de2etLKQBVyIIadmp ]=> (rFeIsK_2pz !-> 0 ; DSGAV7pE !-> 3 ; rFeIsK_2pz !-> 1 ; DSGAV7pE !-> 2 ; DSGAV7pE !-> 0 ; rFeIsK_2pz !-> 2).,False,False,False,False
Imp_orig.v,phi4,ceval_deterministic,myd3zjGoC,"Theorem ceval_deterministic: forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2.","Theorem myd3zjGoC: forall c st st1 st2, st =[ c ]=> st1 -> st =[ c ]=> st2 -> st1 = st2.",False,False,False,False
Imp_orig.v,phi4,plus2_spec,zGZzgL'UQmKsgX,"Theorem plus2_spec : forall st n st', st X = n -> st =[ plus2 ]=> st' -> st' X = n + 2.","Theorem zGZzgL'UQmKsgX : forall st n st', st rFeIsK_2pz = n -> st =[ LrhMNnWyr ]=> st' -> st' rFeIsK_2pz = n + 2.",False,False,False,False
Imp_orig.v,phi4,loop_never_stops,G'TnD6iAi6zRA,"Theorem loop_never_stops : forall st st', ~(st =[ loop ]=> st').","Theorem G'TnD6iAi6zRA : forall st st', ~(st =[ jlBwkHYfzw ]=> st').",False,False,False,False
Imp_orig.v,phi4,no_whiles_eqv,PYJayTsri,"Theorem no_whiles_eqv: forall c, no_whiles c = true <-> no_whilesR c.","Theorem PYJayTsri: forall c, ibpjrn6XQBK5 c = true <-> dwTumgTBFtoA c.",False,False,False,False
